symbol,price,1h,24h,7d,date,volume_mkt_cap_ratio,log_price,encoded_symbol
XSUSHI,3.8,0.002,0.033,0.055,2022-03-16,0.0005022769940330656,1.5686159179138452,0.092549396031465
CHR,0.37938,0.0289999999999999,0.045,0.031,2022-03-16,0.2734899103458437,0.3216341228523802,0.12806740052683452
YGG,2.43,0.027,0.009,-0.057,2022-03-16,0.08268721256720486,1.2325602611778486,0.10324235261451166
TLOS,0.819159,0.02,0.052,-0.096,2022-03-16,0.020739350575443592,0.5983743063810962,0.09518241080071406
COTI,0.201515,0.017,0.048,0.008,2022-03-16,0.07388668667948742,0.18358326051096402,0.10209732961766868
ALUSD,0.997171,-0.001,-0.001,0.0,2022-03-16,0.01451775212474425,0.6917316792104363,0.09437292811819438
CELR,0.037068909834,0.0289999999999999,0.0279999999999999,-0.003,2022-03-16,0.17203241508109463,0.03639837818136602,0.11486692060524695
ORBS,0.072194784903,0.006,0.02,0.023,2022-03-16,0.13548209442083836,0.06970774847762846,0.11011141414666263
PYR,8.73,0.027,0.039,-0.044,2022-03-16,0.18531787461642416,2.2752138961979136,0.1165954714766
EWT,4.91,0.015,-0.009,0.042,2022-03-16,0.010829660569623539,1.776645831418007,0.09389307615264657
ASTR,0.10323,0.009,0.0069999999999999,0.032,2022-03-16,0.038939449075585546,0.09824224074577945,0.09755039784982382
OGN,0.434115,0.0069999999999999,-0.068,0.612,2022-03-16,0.8894233145835785,0.3605479342199803,0.20820555606141383
CRTS,0.002952176693,-0.009,-0.037,-0.13,2022-03-16,0.06645603229707361,0.0029478275768570574,0.1011305385124541
OCEAN,0.469383,0.0279999999999999,0.051,0.074,2022-03-16,0.10868601596624576,0.3848425847890814,0.1066250172600244
XYO,0.016347118202,0.001,0.009,-0.032,2022-03-16,0.022566602058736306,0.01621494258023479,0.0954201517034828
DPX,1126.14,0.034,0.006,0.031,2022-03-16,0.02308905214587616,7.027438729927148,0.09548812688725138
PLEX,0.815228,0.013,0.0279999999999999,-0.008,2022-03-16,0.0772896079520988,0.5962110796620141,0.10254007851282554
LYXE,13.05,0.016,0.015,-0.001,2022-03-16,0.005774370399855597,2.642622395779755,0.0932353400611958
DAO,2.19,0.012,-0.01,-0.042,2022-03-16,0.018140427553734722,1.1600209167967532,0.09484426889137265
BOBA,1.21,0.0069999999999999,0.061,0.136,2022-03-16,0.022712507662079565,0.7929925155296614,0.0954391352589348
MDX,0.223833,0.018,0.0289999999999999,0.051,2022-03-16,0.03772750651147331,0.20198773687313948,0.09739271385179159
UFO,7.530048e-06,0.03,0.033,-0.009,2022-03-16,0.026618673769976533,7.53001964933088e-06,0.09594736057184172
ARDR,0.192938,0.0139999999999999,0.02,-0.011,2022-03-16,0.03282764288119899,0.17641917194132778,0.09675520007026986
PUNDIX,0.740085,0.0139999999999999,0.022,-0.006,2022-03-16,0.022536290107386173,0.5539339626079998,0.09541620786173767
MASK,4.05,0.032,0.07,0.023,2022-03-16,0.24735777337335846,1.6193882432872684,0.12466738805349958
KNCL,3.07,0.025,0.02,-0.0,2022-03-16,1.0103485190020263,1.4036429994545037,0.2239389499203317
IBBTC,40647.97,0.019,0.023,0.052,2022-03-16,1.7343195465562677e-05,10.612728776401555,0.09248630203476634
XCM,0.609647,0.005,-0.055,-0.017,2022-03-16,0.00029677007158823964,0.47601490029817,0.09252265783931468
MX,1.86,0.016,0.017,0.0289999999999999,2022-03-16,0.0020659164571147433,1.0508216248317612,0.09275283877646034
RSR,0.013806375745,0.015,0.136,0.133,2022-03-16,0.3188838901936662,0.01371193599372457,0.13397354199009937
RAD,4.43,0.018,0.016,0.021,2022-03-16,0.027868612737671074,1.691939133945844,0.09610998822397533
CFX,0.116231,0.02,0.0069999999999999,-0.072,2022-03-16,0.02748178863472978,0.10995783178711244,0.0960596591300948
TIME,196.83,0.017,0.011,-0.085,2022-03-16,0.008241304379583755,5.287408076040001,0.09207171050368378
XSGD,0.73676,0.004,0.004,0.006,2022-03-16,0.022948747666012907,0.5520213084553764,0.09546987208543008
MLK,0.81278,0.012,0.0289999999999999,0.0279999999999999,2022-03-16,0.03771576606013498,0.5948615785740808,0.09739118631957963
CVC,0.268256,0.024,0.0559999999999999,0.032,2022-03-16,0.08366746724721527,0.2376427283819162,0.103369892055415
UBT,1.18,0.022,0.176,0.654,2022-03-16,0.016208516202006012,0.7793248768009976,0.09459291085279467
ANT,4.62,0.027,0.05,0.051,2022-03-16,0.1780215547216002,1.7263316639055997,0.11564615842662007
YOSHI,1.34,0.038,0.135,0.244,2022-03-16,0.017920106520096468,0.8501509293696101,0.09481560325781589
SUPER,0.606166,0.025,0.012,0.023,2022-03-16,0.09159834827566712,0.4738499725740797,0.10440176688638132
DIVI,0.06259333954,-0.003,0.057,-0.0409999999999999,2022-03-16,0.0013470167181008977,0.060712466936762806,0.09265930382819729
BTSE,8.42,0.006,0.012,0.127,2022-03-16,0.00967304660587445,2.2428350885882717,0.09374259087439624
GMX,22.78,0.0279999999999999,0.038,-0.062,2022-03-16,0.0228845232562375,3.1688448912626357,0.09546151594545733
REQ,0.218404,0.018,-0.001,0.122,2022-03-16,0.11197522986993723,0.19754180558751658,0.10705297186288726
MULTI,9.19,0.0139999999999999,0.049,-0.195,2022-03-16,0.008796178311053266,2.321406847234633,0.09362850287833976
ERG,3.26,0.006,0.004,0.0819999999999999,2022-03-16,0.005616964511458462,1.449269160281279,0.0932148602212007
RGT,14.92,0.021,-0.025,0.02,2022-03-16,0.00352392589384067,2.767576180416237,0.0929425381598796
FEG,3.984e-09,0.0279999999999999,0.0,0.05,2022-03-16,0.0030331146101640525,3.983999992063872e-09,0.09196389657985105
ACH,0.040564968565,0.018,0.035,-0.003,2022-03-16,0.056260871192960325,0.03976380465719722,0.09980406165531294
NMR,28.13,0.013,0.027,0.0,2022-03-16,0.031639638223012766,3.3717685709713434,0.09660063059665712
PRCH,0.000548739722,-0.01,-0.023,-0.0069999999999999,2022-03-16,0.0006523256114161361,0.0005485892194140641,0.092568918628153
MOVR,48.85,0.021,-0.025,-0.062,2022-03-16,0.14445553229019495,3.9090184964078474,0.11127893445763577
SBTC,40609.35,0.02,0.026,0.054,2022-03-16,0.0073525619984134314,10.611778239210059,0.09344067616233666
CTSI,0.311626,0.02,-0.01,0.02,2022-03-16,0.1046266123235678,0.2712675889086847,0.10609685444525196
JOE,0.883671,0.032,0.035,-0.0969999999999999,2022-03-16,0.05110138263844517,0.6332225324547419,0.09913276847099162
VERI,75.29,0.034,0.502,0.4,2022-03-16,0.0007955496882488173,4.334541868102138,0.09258755329428174
BFC,0.149179,0.013,0.017,0.01,2022-03-16,0.008689077933097767,0.13904777437441151,0.09361456821156028
SURE,0.005989952985,0.025,0.121,0.163,2022-03-16,0.007835706477140271,0.005972084535230795,0.09350353735336071
AURORA,6.85,-0.001,-0.02,-0.059,2022-03-16,0.00831342118312973,2.060513531794317,0.09356569208493777
ASD,0.210282,0.006,-0.012,-0.03,2022-03-16,0.014450095156411255,0.19085339030612725,0.09436412537326455
REEF,0.008455524242,0.024,0.025,0.034,2022-03-16,0.14216601066683549,0.008419976539309065,0.11098104829219937
WMT,0.656382,0.002,0.005,-0.005,2022-03-16,0.007944593991426427,0.5046357056898769,0.09351770454172166
MNGO,0.148804,0.021,0.011,-0.026,2022-03-16,0.0035130998289431624,0.13872140119991133,0.09294112959709244
BDX,0.101366,0.018,0.013,0.44,2022-03-16,0.0011352598750529917,0.09655122756769181,0.0926317524684124
PLT,17.61,0.004,0.004,0.015,2022-03-16,0.0048465071882970185,2.9236990706541595,0.09311461719432236
BICO,1.31,0.012,0.077,0.035,2022-03-16,0.1941672252320912,0.8372475245337022,0.11774684698430771
FEG,3.708e-09,0.017,0.009,0.024,2022-03-16,0.007235192948837821,3.707999993125368e-09,0.09196389657985105
KOGE,75.36,0.011999999999999952,0.004999999999999999,-0.05949999999999999,2022-03-16,0.003951680049013061,4.335458998857547,0.09299819260041152
ION,7053.41,0.0069999999999999,0.001,-0.143,2022-03-16,0.0006671218589064575,8.86140823215767,0.09257084374534026
MMF,1.1,0.015,0.043,0.325,2022-03-16,0.2742039039417681,0.7419373447293773,0.12816029714430519
OUSD,0.993428,0.001,-0.002,0.001,2022-03-16,0.005895605865402007,0.6898557698055344,0.09325111382265673
XVG,0.009127060437,0.024,0.027,-0.047,2022-03-16,0.030542190322021014,0.009085660536482626,0.09645784332456621
KISHU,1.544e-09,0.046,0.094,0.147,2022-03-16,0.04742184323502561,1.543999998808032e-09,0.09865402921285417
BAND,3.62,0.027,0.05,0.043,2022-03-16,0.17230021826074798,1.5303947050936475,0.11490176406838119
TON,3.57,0.01,0.025,-0.024,2022-03-16,0.014872873999459035,1.5195132049061133,0.09441913248352644
STORJ,1.04,0.023,0.042,0.106,2022-03-16,0.1985443265703962,0.712949807856125,0.1183163449615668
VTHO,0.003245192677,0.021,-0.004,0.062,2022-03-16,0.03604193317578708,0.003239938403595477,0.09717340647665851
USDX,0.969027,0.008,0.015,0.001,2022-03-16,0.005971434362669371,0.6775395121074111,0.09326097975274943
TRAC,0.400529,0.016,0.009,-0.042,2022-03-16,0.016270970505737618,0.3368500223940378,0.09460103668697059
MC,2.09,0.025,0.068,0.036,2022-03-16,0.17695873883312957,1.128171090909654,0.11550787707284241
ELF,0.318783,0.018,0.016,-0.012,2022-03-16,0.0885642890545949,0.27670934162583455,0.10400701007000063
AKT,1.09,0.016,-0.001,0.019,2022-03-16,0.012100676520485068,0.7371640659767197,0.0940584460989042
GPX,3.83,0.006,0.002,-0.072,2022-03-16,0.0012404386355054718,1.5748464676644813,0.09264543711647028
STARL,1.4396811e-05,0.045,0.022,-0.004,2022-03-16,0.096393602816242,1.439670736691117e-05,0.10502567013883775
NPXS,0.000600991914,0.0,-0.015,-0.128,2022-03-16,0.0,0.0006008113906847338,0.09248404553806373
ACA,1.1,0.035,0.022,0.018,2022-03-16,0.09442758235697224,0.7419373447293773,0.10476987421631573
OXT,0.237795,0.021,0.0,0.066,2022-03-16,0.08662651474209773,0.21333157089017968,0.10375488921054181
BETA,0.387492,0.019,0.012,-0.072,2022-03-16,0.1338973629634449,0.32749780085606467,0.10990522715446613
ARK,0.834377,0.0069999999999999,0.017,-0.0279999999999999,2022-03-16,0.019993878228936467,0.6067049143233381,0.09508541853103021
EURS,1.1,0.006,0.008,0.0139999999999999,2022-03-16,0.03390592503475362,0.7419373447293773,0.09689549371620171
MAGIC,2.78,0.069,0.283,0.004,2022-03-16,0.05434689867885457,1.3297240096314962,0.09955503761152992
KP3R,360.63,0.0069999999999999,0.022,0.006,2022-03-16,0.16404683294600086,5.890621589678419,0.11382792869674949
POLS,1.54,0.03,-0.012,0.31,2022-03-16,1.4817934387235836,0.9321640810304452,0.28527792917148953
HXRO,0.305377,0.008,0.0139999999999999,-0.062,2022-03-16,0.0009971721793472972,0.2664918879431854,0.09261378608899584
FLEXUSD,1.01,0.001,0.0,0.004,2022-03-16,0.0013486540769421106,0.6981347220709844,0.0926595168624581
BEZOGE,3.051e-09,0.012,-0.005,-0.0409999999999999,2022-03-16,0.0014250008170720938,3.0509999953456994e-09,0.09266945022033901
MAID,0.29492,0.023,0.01,0.045,2022-03-16,2.290867078638434e-05,0.25844891718150553,0.09248702615026944
PROM,7.96,0.017,0.008,0.015,2022-03-16,0.008213167865681189,2.192770226986839,0.09355264827875472
IBEUR,1.08,0.0,-0.004,0.009,2022-03-16,0.0007325054508381842,0.7323678937132266,0.09257935070473487
META,0.076908861633,0.0069999999999999,-0.036,0.046,2022-03-16,0.2527645360805057,0.07409477215438798,0.12537085370056925
SPA,0.166557,0.008,-0.017,-0.021,2022-03-16,0.0035766017060012653,0.15405667540898144,0.09294939172943566
RLC,1.81,0.019,0.057,0.075,2022-03-16,0.049797237672789055,1.0331844833456545,0.09896308815916192
DUSK,0.325281,0.021,-0.046,-0.038,2022-03-16,0.2148459121282509,0.2816245124250597,0.12043731938819716
DEP,0.027606422572,0.004,-0.009,-0.133,2022-03-16,0.04105397939403291,0.02723223630412603,0.09782551616355131
STMX,0.01399186433,0.025,0.022,0.003,2022-03-16,0.017985881824262744,0.013894881793608965,0.09482416118229173
RMRK,13.65,0.03,0.044,0.006,2022-03-16,0.036941689638261034,2.6844403354630764,0.09729047241728925
QRDO,2.55,0.035,0.134,0.089,2022-03-16,0.1889554786716894,1.2669476034873244,0.11706875459056723
STRAX,0.931273,0.015,0.026,-0.0139999999999999,2022-03-16,0.025414336466262184,0.6581793709781156,0.095790666082637
STPT,0.085865788522,0.0069999999999999,0.006,-0.0409999999999999,2022-03-16,0.09366521901951891,0.08237763056162134,0.10467068428556939
STEEM,0.315524,0.013,0.01,0.009,2022-03-16,0.048343267066564694,0.2742350653454734,0.09877391426181742
ALPHA,0.279294,0.018,0.054,0.021,2022-03-16,0.05954058602482222,0.24630836326497463,0.10023078034843218
NKN,0.192439,0.03,0.078,0.064,2022-03-16,0.07416128745442656,0.17600078943216557,0.1021330575055549
RIF,0.150149,0.017,0.032,0.0069999999999999,2022-03-16,0.009658054883184778,0.13989149919970215,0.093740640324229
BAL,11.45,0.0279999999999999,0.022,0.01,2022-03-16,0.19819855967749492,2.5217206229107165,0.11827135775864618
DAWN,1.7,0.016,0.023,0.033,2022-03-16,0.01969645225110655,0.9932517730102833,0.09504672089081884
GXC,1.64,0.021,-0.008,-0.019,2022-03-16,0.09138953004497981,0.9707789171582248,0.10437459786496742
SUN,0.01159957152,0.012,0.013,0.02,2022-03-16,0.2884236793927261,0.0115328122469562,0.13001041043401376
DERO,10.86,0.034,0.015,-0.141,2022-03-16,0.006741094553550041,2.4731713935695794,0.09336111906596284
KIRO,0.126408,0.019,0.019,-0.074,2022-03-16,0.00025201846230048203,0.11903380866914716,0.09251683527570496
TLM,0.096545880435,0.036,0.039,-0.002,2022-03-16,0.3725971849217206,0.09216513062240676,0.14096209682017657
STRK,37.95,0.0069999999999999,0.0139999999999999,-0.031,2022-03-16,0.08192966016239722,3.6622787723167574,0.10314378862687212
GHST,1.95,0.0069999999999999,0.008,0.017,2022-03-16,0.2411857675472418,1.0818051703517284,0.123864357791704
VR,0.144477,0.051,-0.003,0.032,2022-03-16,0.06026319447466347,0.13494776409671555,0.10032479783140284
AETHC,2196.39,0.021,0.002,-0.02,2022-03-16,0.011202361891681119,7.695025571423623,0.09394156775305255
DG,0.306293,0.005,0.002,0.003,2022-03-16,0.007341888922422961,0.26719335484946394,0.09343928750470278
MSHARE,12965.17,0.013,0.03,0.922,2022-03-16,0.0716320585508196,9.470098936862934,0.1018039833915918
FUN,0.010933267139,0.012,-0.004,-0.011,2022-03-16,0.007368729703507529,0.010873931073440427,0.09344277971778041
RUNE,7.15,0.07,-0.07,0.762,2022-03-16,0.015878009106228747,2.0980179272527715,0.10211825171658663
TRU,0.180166,0.025,-0.008,0.069,2022-03-16,0.08344564179068469,0.16565510654945792,0.10334103068369094
AGEUR,1.1,0.003,0.003,0.011,2022-03-16,0.03294289703283847,0.7419373447293773,0.09677019561210368
SETH2,2740.47,0.027,0.035,0.068,2022-03-16,0.00017156920894846573,7.916249551869766,0.09250636814608769
MPL,25.38,-0.005,-0.019,0.154,2022-03-16,0.026222062625667245,3.2726061472891685,0.09589575810094028
BOO,12.83,0.0279999999999999,-0.0279999999999999,-0.109,2022-03-16,0.04474030495959719,2.626840145676667,0.0983051383588922
AIOZ,0.237396,0.047,0.287,0.241,2022-03-16,0.12009191373672776,0.21300917152507529,0.10810902121768212
TSHARE,2920.47,0.043,0.077,-0.351,2022-03-16,0.093365656267861,7.979842193244181,0.10463170863297519
BIFI,1455.73,0.012,0.047,-0.059,2022-03-16,0.01265311008159399,7.283949476737243,0.094130322386727
TITAN,1.13,0.0,-0.002,-0.072,2022-03-16,0.00021958453655247773,0.7561219797213337,0.09251261534710828
SOUL,1.08,0.0279999999999999,0.13,-0.024,2022-03-16,0.024646349399964646,0.7323678937132266,0.09569074445711052
TORN,47.91,0.023,0.006,-0.071,2022-03-16,0.09017731298028793,3.8899818745512658,0.10421687815208355
ALCX,95.14,0.0279999999999999,-0.042,-0.125,2022-03-16,0.07685766001543583,4.565805462465814,0.10248387842578208
DODO,0.391699,0.033,0.064,0.0,2022-03-16,0.4830099890108764,0.3305253028977489,0.15532773831035723
HOO,1.34,-0.002,0.049,-0.0139999999999999,2022-03-16,0.07513228570591071,0.8501509293696101,0.10225939260666464
BTCST,15.38,0.032,0.022,-0.08,2022-03-16,0.09728345569409498,2.7960610784249234,0.10514144753918273
KAI,0.033106050211,0.005,0.012,0.092,2022-03-16,0.0328507987115122,0.032569847221422525,0.09675821284002452
KLV,0.021137782806,0.027,0.034,0.054,2022-03-16,0.04027330974537119,0.020917478957277445,0.09772394442658243
ORN,3.13,0.066,0.069,0.022,2022-03-16,0.09769496845241882,1.4182774069729414,0.10519498883634915
SAVAX,73.3,0.035,0.036,0.003,2022-03-16,0.002136592513157343,4.308110951723713,0.09276203433028604
LAT,0.045411075152,0.011,0.01,-0.0579999999999999,2022-03-16,0.03864241346872242,0.04441018141695833,0.09751175100018336
HTR,0.479597,0.052,0.047,0.025,2022-03-16,0.03127963005657341,0.39176975339908604,0.09655379048336347
SWP,1.81,-0.009,-0.013,0.02,2022-03-16,0.01713551883507486,1.0331844833456545,0.09471352175111374
XPR,0.010978430413,0.022,-0.02,-0.067,2022-03-16,0.04580907241762696,0.01091860490767581,0.09844419406230526
UTK,0.233365,0.018,-0.011,-0.0069999999999999,2022-03-16,0.05694977856831288,0.2097462063281302,0.09989369434289748
REGEN,0.862787,0.018,0.036,0.002,2022-03-16,0.0010627590533874884,0.6220737533600543,0.09262231949711544
ALICE,6.07,0.032,0.057,-0.002,2022-03-16,0.9445796074641416,1.9558604799084813,0.21538185717962258
BAKE,0.548429,0.027,0.033,-0.005,2022-03-16,0.10498540464893028,0.43724086855656186,0.10614353636731803
QKC,0.015632618015,0.009,0.006,-0.019,2022-03-16,0.021959835208137227,0.015511687322603513,0.09534120619425732
HYDRA,8.93,0.005,-0.089,-0.004,2022-03-16,0.0042958986364298015,2.295560478057081,0.0930429783556677
TOMO,1.17,0.02,0.046,0.039,2022-03-16,0.050425734000611094,0.7747271675523681,0.0990448608575176
MINE,0.053553941991,0.011,0.046,0.093,2022-03-16,0.009985508494024242,0.052169155600560124,0.09378324481395998
EPS,0.164725,0.0139999999999999,0.036,0.042,2022-03-16,0.07950151800925238,0.15248500765097708,0.10282786675578996
XVS,8.52,0.017,0.0069999999999999,-0.011,2022-03-16,0.07584134132838014,2.253394848803274,0.10235164675194265
RAIL,1.78,0.013,0.0559999999999999,-0.0409999999999999,2022-03-16,0.004386568746360893,1.0224509277025458,0.09305477530534116
SFUND,4.33,0.016,0.033,-0.161,2022-03-16,0.03364095093793918,1.673351238177753,0.09686101834071946
HEZ,6.09,0.009,0.003,0.0139999999999999,2022-03-16,0.001035785806961478,1.958685340544036,0.09261881004917434
ALPINE,8.76,0.003,0.049,1.7180000000000002,2022-03-16,1.5364142295422993,2.278292400425001,0.2923845569334131
ICHI,22.69,0.023,0.049,0.133,2022-03-16,0.009156448266531565,3.165053018170694,0.09367537705260587
JASMY,0.021231711358,0.005,0.253,0.913,2022-03-16,4.833199883901359,0.0210094589367421,0.721324308723888
C20,2.94,0.006,-0.047,-0.011,2022-03-16,0.0005364500425574151,1.3711807233098425,0.09255384223467285
XDG,0.32163,0.01,0.013,0.002,2022-03-16,0.001229721578204295,0.27886582328481024,0.09264404273649515
MTL,1.52,0.024,0.0289999999999999,-0.0069999999999999,2022-03-16,0.12735458616481762,0.9242589015233319,0.10905395644709912
WILD,1.17,0.065,-0.002,-0.127,2022-03-16,0.04876168468108895,0.7747271675523681,0.09882835393928978
WCFG,0.486023,0.004,0.021,-0.008,2022-03-16,0.017542513419315807,0.3961034239685198,0.09476647519554333
BCD,0.515751,0.008,0.025,-0.016,2022-03-16,0.008527409052870624,0.41591102570888827,0.09359353372020195
CBAT,0.013887822764,0.0034999999999999996,0.013000000000000001,-0.009000000000000001,2022-03-16,0.04801022978522485,0.013792270611344613,0.0987305832892363
SUSD,0.995877,-0.001,0.001,-0.002,2022-03-16,0.08840901971552327,0.6910835527439889,0.10398680821317867
SETH,2732.47,0.025,0.034,0.065,2022-03-16,0.053098411881652104,7.913327143334277,0.09939259889908357
AUCTION,13.1,0.016,0.018,0.027,2022-03-16,0.018463277259392105,2.6461747973841225,0.09488627437402428
REP,13.43,0.019,0.02,-0.015,2022-03-16,0.08480398551626417,2.6693093727857793,0.10351776271348663
VRA,0.020985885492,0.048,0.0559999999999999,0.009,2022-03-16,0.6385222221037014,0.02076871488716926,0.1755611977028476
NSBT,36.47,0.0139999999999999,0.09,0.349,2022-03-16,0.003968232886029421,3.623540612805596,0.0930003462647821
PTP,4.82,0.045,-0.049,-0.153,2022-03-16,0.03199793167231646,1.7613002617433464,0.09664724761072027
AMPL,1.12,0.019,0.146,0.235,2022-03-16,0.10763039796884662,0.7514160886839212,0.10648767241287267
WAN,0.473501,0.018,0.01,-0.024,2022-03-16,0.08012634453337042,0.3876412018516427,0.1029091619815845
IDEX,0.142817,0.013,-0.002,-0.018,2022-03-16,0.2524991203161997,0.13349626700762537,0.12533632086040353
RDPX,101.45,0.0559999999999999,0.04,0.113,2022-03-16,0.038631364435088356,4.629374874684909,0.09751031342727405
IQ,0.009006140462,0.0069999999999999,0.031,0.022,2022-03-16,0.037767916918217785,0.008965827043737117,0.0973979715881615
ZPAY,0.309582,0.037,0.049,0.32,2022-03-16,0.002231859645351278,0.26970800232547304,0.09277442939151273
ETN,0.005086662997,0.017,0.026,-0.017,2022-03-16,0.001977376880063815,0.005073769631098817,0.0927413190271695
ROOK,108.14,0.005,0.022,-0.001,2022-03-16,0.004806189375222366,4.6926314617580855,0.09310937150517357
CUNI,0.177688,0.001,0.008,0.0,2022-03-16,0.009415467684327562,0.1635531944613269,0.0937090776738857
DVI,0.348705,0.011,0.045,-0.1689999999999999,2022-03-16,0.010401387382202207,0.29914487280747387,0.0938373541816206
ALBT,0.222035,0.025,0.075,0.046,2022-03-16,0.006942826525794851,0.20051750191043638,0.09338736610510186
FIDA,1.61,0.02,0.0069999999999999,-0.114,2022-03-16,0.05151588630947692,0.959350221334602,0.09918669891124743
AGLD,1.1,-0.002,0.1889999999999999,0.098,2022-03-16,0.6727669286651866,0.7419373447293773,0.18001672422857096
XAVA,3.78,0.0289999999999999,0.032,-0.022,2022-03-16,0.008410820333422732,1.5644405465033644,0.09357836453978664
HUNT,0.769839,0.005,0.044,-0.032,2022-03-16,0.870052271470561,0.5708885819966075,0.20568521919515925
ATA,0.367835,0.031,0.0409999999999999,0.035,2022-03-16,0.125948608200274,0.3132291978908133,0.10887102679914434
BANANA,18.71,0.016,-0.141,0.708,2022-03-16,0.00660354074631809,2.9811261211646287,0.09334322214996107
TIME,118.16,0.023,0.036,-0.147,2022-03-16,0.003547103488969693,4.780467127845082,0.09207171050368378
CUSD,0.999208,0.003,0.005,0.001,2022-03-16,0.009293764818802031,0.6927511021312395,0.09369324309972657
CTK,1.18,0.016,0.04,0.04,2022-03-16,0.09523159895745309,0.7793248768009976,0.10487448358956682
ADS,3.46,0.0139999999999999,0.063,0.3289999999999999,2022-03-16,0.014775420574965028,1.4951487660319727,0.09440645296714407
YFII,2051.79,0.022,0.086,0.104,2022-03-16,0.20674705799226312,7.626955122454339,0.11938358983247532
GFARM2,2267.65,0.013,0.033,0.036,2022-03-16,0.0016467415304113676,7.72694021990675,0.09269830056625575
GTC,5.67,0.04,0.06,-0.005,2022-03-16,0.16243147912271366,1.8976198599275322,0.11361775747524515
BSW,0.357696,0.019,0.042,0.149,2022-03-16,0.06466026006353019,0.3057891454608133,0.10089689332684433
CLV,0.305749,0.02,0.01,-0.016,2022-03-16,0.10316649179167278,0.26677682249059276,0.10590688039046102
SFP,0.733022,0.027,0.023,-0.039,2022-03-16,0.18782273344435277,0.5498667054018815,0.11692137483719649
MLN,53.93,0.02,0.02,0.046,2022-03-16,0.09197171700128223,4.006059647354529,0.10445034532164596
CRA,0.908045,0.047,0.106,0.031,2022-03-16,0.032388105424042773,0.6460791576536357,0.09669801252229387
CQT,0.308264,0.022,-0.039,-0.147,2022-03-16,0.05718791371064331,0.26870106753147677,0.0999246777429583
AERGO,0.216541,0.011,0.003,-0.14,2022-03-16,0.11481371395959897,0.19601158592051873,0.10742228269729678
NRV,0.01746492327,0.001,-0.0279999999999999,-0.087,2022-03-16,0.0004775648192155686,0.017314164295672705,0.09254618076810131
BZZ,1.2,0.013,0.049,-0.008,2022-03-16,0.019357704695869688,0.7884573603642702,0.09500264696321278
QI,0.049616183289,0.036,0.011,-0.023,2022-03-16,0.12778639292863125,0.04842455761873939,0.10911013816635852
CUBE,5.9,0.024,0.055,0.114,2022-03-16,0.002918811992587219,1.9315214116032138,0.09286380771337167
RAI,3.03,0.001,-0.001,0.003,2022-03-16,0.013258372270269285,1.3937663759585914,0.09420907212668514
PEAK,0.056409521696,0.004,0.0069999999999999,-0.175,2022-03-16,0.0006813211397363087,0.05487591474365068,0.09257269119210608
PRO,1.31,0.021,-0.039,-0.1889999999999999,2022-03-16,0.018088109409376066,0.8372475245337022,0.09483746185742864
AURY,8.02,0.006,0.002,-0.008,2022-03-16,0.020026287525580444,2.199444334074532,0.09508963525517174
MUSD,0.999331,0.001,0.003,-0.0,2022-03-16,0.0027523858119036467,0.6928126246023414,0.09284215425690888
BZRX,0.177963,0.022,0.427,0.48,2022-03-16,2.2443396540767613e-07,0.16378667556803522,0.09248407473882457
FOX,0.273188,0.0139999999999999,0.001,-0.005,2022-03-16,0.008025673395752385,0.2415239913106964,0.09352825365932077
AGIX,0.084142124159,0.026,-0.003,-0.036,2022-03-16,0.01174474819410038,0.08078900527096443,0.0940121368073757
HNS,0.156275,0.019,-0.054,-0.108,2022-03-16,0.0026732582067675037,0.14520363123237565,0.09283185908492461
KIN,4.1143641e-05,-0.022,0.094,-0.008,2022-03-16,0.015659384995144875,4.1142794623617896e-05,0.09452146422924486
ATOLO,0.035663494252,0.046,0.023,-0.016,2022-03-16,0.004537680426852855,0.03504227857621667,0.0930744362155484
VADER,0.014381539264,-0.039,-0.096,-0.337,2022-03-16,0.020296254207102737,0.014279105860147663,0.09512476020823345
DPI,155.37,0.0289999999999999,0.042,0.054,2022-03-16,0.002848383674625508,5.052224993855419,0.09285464439236973
SAI,1.0,0.01749999999999995,0.01750000000000005,-0.0085,2022-03-16,0.004226139212130272,0.6931471805599453,0.09303390206339965
SOV,3.43,0.006,-0.0069999999999999,-0.071,2022-03-16,0.005602448265691287,1.4883995840570443,0.09321297153461044
BADGER,7.32,0.024,0.027,-0.006,2022-03-16,0.05684362438890251,2.1186622548331173,0.09987988278456714
TEMPLE,0.666697,0.021,-0.003,-0.025,2022-03-16,0.02073606471070481,0.5108438236003726,0.09518198328186593
WNXM,26.65,0.027,0.024,0.005,2022-03-16,0.05587615951711281,3.3196257279683437,0.09975400740609879
MFT,0.00755611809,0.011,-0.054,0.052,2022-03-16,0.8221012956731032,0.007527713624963782,0.199446390889935
DOCK,0.033479547514,0.024,-0.002,-0.0,2022-03-16,0.046003449360881986,0.032931310407344073,0.09846948414984352
EROWAN,0.091107956047,0.026,-0.024,-0.023,2022-03-16,0.054628490992075125,0.0871936534193553,0.0995916751577954
TREEB,0.225841,0.035,0.1369999999999999,0.07,2022-03-16,0.012913164508759003,0.20362713905459842,0.09416415767149677
PRE,0.179852,0.022,-0.042,0.0,2022-03-16,0.00854176424979989,0.1653890068825462,0.0935954014529736
PLTC,0.640304,-0.001,0.019,0.126,2022-03-16,0.004029785190111566,0.49488159051163855,0.09300835474115975
LEND,1.36,0.026,0.08,0.038,2022-03-16,7.378391364874853e-05,0.8586616190375187,0.09249364545050111
